x,Series 1,Series 2,Series 3
0,2.91483474483,0.945491504699,0.950643086131
1,3.50323468975,0.505094044871,1.30595055529
2,3.70934095684,0.352600483559,1.31726452516
3,3.60832132585,0.419243456519,1.07551928929
4,3.27534357652,0.636255599511,0.671649141239
5,2.78557548863,0.934869548292,0.196588374558
6,2.21418484191,1.24631793862,-0.258728717202
7,1.63633941613,1.50183340626,-0.603367840489
8,1.12720699104,1.63264858696,-0.746394701751
9,0.754543513168,1.58767421897,-0.620616014868
10,0.543161099023,1.41824717527,-0.296392828341
11,0.502442532746,1.21250511896,0.106491772512
12,0.641750462437,1.05863374,0.468190204187
13,0.959996959253,1.03401332588,0.682833325769
14,1.38278182747,1.14022274639,0.742612736852
15,1.80432113566,1.3463915724,0.681698173785
16,2.11871191376,1.62152629449,0.534418596118
17,2.23338113092,1.9335241738,0.333267739629
18,2.16982169837,2.24079065753,0.0950351028105
19,2.00744030121,2.4969119913,-0.171463200635
20,1.82609836828,2.65543657997,-0.457473664682
21,1.70144506099,2.67489532839,-0.751212367137
22,1.6646993573,2.56637358894,-1.00893114146
23,1.72043269222,2.37247688314,-1.16771087675
24,1.87285479706,2.13623857543,-1.16437224292
25,2.12353303452,1.89927861222,-0.944250022766
26,2.43919144166,1.68457904664,-0.564949484648
27,2.761946438,1.50195917708,-0.163365376959
28,3.03339716287,1.3609616058,0.121940796641
29,3.19841630543,1.27128624115,0.161135016777
30,3.25686196157,1.24527524162,-0.0290222733584
31,3.2542173275,1.29746321893,-0.310131318376
32,3.23734662827,1.44245114827,-0.540110455456
33,3.25161540001,1.69286641858,-0.582030892587
34,3.30951643315,2.01804711531,-0.411988637462
35,3.39153330493,2.34517918499,-0.116135454536
36,3.47682364857,2.59970247135,0.214817961423
37,3.5452288004,2.70931664653,0.491628211663
38,3.59683658171,2.66864163367,0.668502903345
39,3.65486591196,2.54875205384,0.749291321346
40,3.74379954682,2.42489985742,0.74055507092
41,3.88726516582,2.37114077066,0.649135135937
42,4.07311213945,2.41147780902,0.493562330314
43,4.24118901468,2.50276237012,0.308050754405
44,4.32797838792,2.59713699434,0.127914264001
45,4.27098679538,2.6471706054,-0.0117100285595
46,4.06239702893,2.63804080469,-0.0908856948181
47,3.7791269581,2.60730540915,-0.114313955591
48,3.50550926754,2.59717250565,-0.0888910281271
49,3.32540570055,2.64963206737,-0.0215593079409
50,3.27347459859,2.78388580597,0.0759141578999
51,3.29273666481,2.97669400856,0.182776771387
52,3.31621158331,3.20018505002,0.277295282151
53,3.27708589047,3.42651500366,0.337780114604
54,3.14214667399,3.63341782431,0.351336877075
55,2.95229615015,3.8109309973,0.324471341336
56,2.75833404742,3.95073505089,0.266280023548
57,2.61102889662,4.04451101475,0.185863876782
58,2.54530084213,4.08419459991,0.0945778031082
59,2.55448361263,4.06238980551,0.00969110227212
60,2.62517225279,3.97180892039,-0.0505685539652
61,2.74396137071,3.8051703844,-0.0679772341794
62,2.89643173163,3.56947646147,-0.0329968289491
63,3.06498463138,3.316524309,0.0366715340119
64,3.23139974148,3.1068690222,0.118001130136
65,3.37745672077,3.00106552347,0.187965276258
66,3.48335265165,3.03807281287,0.228712520842
67,3.52322180411,3.17573411012,0.241815292045
68,3.46853956858,3.35441494971,0.232864066147
69,3.28996928875,3.51553223143,0.207087505149
70,2.97694443032,3.60789014531,0.17056628617
71,2.60383026262,3.61361587476,0.133260807043
72,2.2689854831,3.52425042478,0.106227495545
73,2.07077023657,3.33133536823,0.100522845567
74,2.08572110614,3.03587281126,0.122754769359
75,2.27159812647,2.69035459885,0.155319403845
76,2.54594822249,2.36470499462,0.172415722522
77,2.82628629496,2.12886214467,0.14823617099
78,3.03832509271,2.03920871786,0.0649245908747
79,3.16169729725,2.06296856745,-0.0430762391462
80,3.19781987763,2.13134433574,-0.12019415421
81,3.14817070302,2.17543796415,-0.110797920162
82,3.01765303768,2.13419728803,0.0293610029821
83,2.83857574126,2.00934287084,0.253461511629
84,2.656399163,1.83271886466,0.470979694244
85,2.51666674008,1.63635973509,0.591115535523
86,2.46225806956,1.45195800632,0.535588986741
87,2.50988318311,1.30784696993,0.349116150842
88,2.6613985399,1.23045325204,0.146224464413
89,2.91852993807,1.24607695364,0.0422722344071
90,3.2787425849,1.3755191841,0.141474798485
91,3.67932766793,1.59372013399,0.405868048605
92,4.01692707129,1.84597281338,0.702078584373
93,4.18743668441,2.07702740376,0.894982657084
94,4.09537224847,2.23431754323,0.859594329882
95,3.77849193453,2.30675673406,0.627634153058
96,3.37934966654,2.31588257281,0.354073013239
97,3.04332682403,2.28411287469,0.197207168933
98,2.90957423274,2.23402245049,0.306879119421
99,2.99261356397,2.19132647772,0.663831649304
100,3.19190543179,2.18463940673,1.09269004376
101,3.40259734447,2.24268436813,1.41222746641
102,3.52254526264,2.39221688945,1.44711942648
103,3.52185874052,2.60750259767,1.17949876354
104,3.44890929591,2.80595233259,0.762049278695
105,3.35598097717,2.90213460703,0.355981084065
106,3.29420818526,2.81322887465,0.119580381882
107,3.2721152221,2.55318552137,0.102762674243
108,3.24404983208,2.25899421478,0.217655671084
109,3.16085491587,2.07560440199,0.367473177515
110,2.9744026855,2.14563863125,0.456597939052
111,2.69266573925,2.48491082473,0.453126139868
112,2.40704223882,2.9210632584,0.419983639163
113,2.21526966449,3.26789660949,0.427396369038
114,2.21427067381,3.34075447998,0.544998543747
115,2.43252846566,3.0812640556,0.793279869195
116,2.77794710651,2.65354354199,1.10614546555
117,3.14615672835,2.24435884634,1.40868687544
118,3.43309122289,2.03981187047,1.62618767091
119,3.58276478449,2.12090309604,1.7143266063
120,3.639383248,2.34961849918,1.69212112171
121,3.65967529079,2.56056967484,1.58650528962
122,3.70028899935,2.58858564649,1.424440883
123,3.78904469756,2.34627072013,1.2427982838
124,3.88240894024,1.93873666843,1.10297341918
125,3.92599983847,1.50036360471,1.0700910172
126,3.86546010657,1.16550099267,1.20923859229
127,3.67732706171,1.03001119289,1.53877407488
128,3.42939070734,1.07607808404,1.9390312849
129,3.20620747645,1.26499868292,2.26498400508
130,3.09233199615,1.55806942608,2.37160971078
131,3.14238171988,1.90696828265,2.17510064349
132,3.30500266004,2.22932582404,1.80833673393
133,3.5054125124,2.43522926699,1.45212236879
134,3.66933897253,2.43396322313,1.287349148
135,3.73867017599,2.16970818656,1.44065442107
136,3.72072466981,1.74022673996,1.80738995391
137,3.64019279167,1.28412841227,2.22143415725
138,3.52176501821,0.940023059256,2.51666494999
139,3.38784596527,0.813671465868,2.56643988641
140,3.24914858171,0.842818764929,2.44604602821
141,3.11265767462,0.911634651702,2.29516004355
142,2.98535644568,0.904265750496,2.25348632838
143,2.87408144616,0.728392075336,2.43393854855
144,2.78476420442,0.436925161036,2.78409683652
145,2.72299134886,0.138123588593,3.18853349654
146,2.69434882894,-0.0596451101164,3.53169680171
147,2.70216702566,-0.063091030252,3.71463140056
148,2.73288604035,0.108170565745,3.76265988919
149,2.76528866181,0.383338160533,3.75744703881
150,2.77811965441,0.691356058055,3.78093740242
151,2.752166037,0.964622557702,3.90268388693
152,2.68692765878,1.16718433221,4.07869685191
153,2.59195193166,1.28008115518,4.20402175551
154,2.47688243593,1.28451544656,4.17312054153
155,2.35240121585,1.16666841419,3.89314234476
156,2.24047576254,0.969519469952,3.41527640312
157,2.16944687761,0.772543998604,2.8821770795
158,2.1676340123,0.65587705824,2.43798273303
159,2.26075439642,0.693998476591,2.21768541405
160,2.43741575126,0.880740516765,2.22584437368
161,2.65856553383,1.14982327542,2.36979834339
162,2.88449014047,1.43353021126,2.55456255348
163,3.0763878644,1.66517437936,2.68887652915
164,3.21214680035,1.79691280806,2.74964292576
165,3.28426350717,1.79739652081,2.77342709959
166,3.28572785654,1.63583352645,2.79880915531
167,3.2106898322,1.28470122448,2.86218686224
168,3.08130533084,0.795402385728,2.94727489235
169,2.94849169515,0.300394371412,2.98368355549
170,2.86447752,-0.0641701281466,2.89855651001
171,2.88001142344,-0.165766310921,2.62190021721
172,2.99694797454,0.00827594509907,2.17829966556
173,3.15821673935,0.32618306123,1.70632181287
174,3.30323919072,0.647582019862,1.35131952024
175,3.37224046823,0.833851740918,1.25618903832
176,3.34367706861,0.829712843387,1.44696281036
177,3.25013944228,0.697894199342,1.78419916622
178,3.12832332685,0.510073921422,2.11590758763
179,3.01478081859,0.337523914303,2.2912740844
180,2.9354816256,0.221589809155,2.2461621938
181,2.89875114831,0.153720335813,2.06095528553
182,2.91124199313,0.120633676608,1.8297381399
183,2.97946314516,0.109052807459,1.64629288448
184,3.09163272972,0.106311190227,1.5658573828
185,3.19994351908,0.100944689069,1.56775339941
186,3.2523783017,0.0816296829073,1.62243101496
187,3.19702974875,0.0370972875963,1.70036750889
188,3.01096036268,-0.0294903536191,1.77921093703
189,2.73890604291,-0.0812602817803,1.85336025703
190,2.43524945153,-0.0765341010147,1.91960224777
191,2.15434703173,0.0263409952339,1.97472438814
192,1.93046484413,0.249409881519,2.01605055558
193,1.741952209,0.56014347685,2.04239756367
194,1.55750757116,0.916593580962,2.05283989732
195,1.34582937542,1.27681199359,2.04645204141
196,1.07561606661,1.59885051448,2.02230848087
197,0.715566089536,1.84076094336,1.97948370058
198,0.234377889027,1.96059507997,1.91705218545
199,-0.399250090101,1.91640472405,1.83408842038
