x,Series 1,Series 2,Series 3
0,2.67256140068,1.92006887816,3.22116734701
1,3.11463361564,0.456960816989,2.85249442736
2,2.83938399359,-1.57966013491,3.9903469441
3,3.13936241738,-1.84246570984,2.90642320827
4,2.3239236907,-1.39559387344,1.53217275204
5,2.26432515114,-2.50972169749,1.94146738514
6,1.56017555593,-1.5819665627,1.86753090917
7,0.852766690295,-1.5361356322,2.06021417198
8,0.363753719599,-1.95564298903,1.43731100644
9,-0.136004440149,-0.584250191005,0.82120090515
10,-0.295066908566,0.266115199764,0.310222224542
11,0.161735329569,0.380503702541,-0.0335297939881
12,1.9788560403,0.977816701956,0.307942214379
13,1.36687770962,2.28671080918,-0.160968596319
14,3.24609229563,3.34026995928,0.350752187673
15,3.88794604424,2.04925717497,-0.873465936668
16,4.0156788281,2.32660554208,-0.533340463107
17,4.07894914151,2.70814983472,0.115053454776
18,3.00522617623,2.43681726404,-1.37910574224
19,2.96877036782,2.51997697239,-0.461448182499
20,0.765104868308,1.33897977578,-0.0453208419663
21,-0.946251355393,1.1489383093,-1.09166203708
22,-1.97201664287,1.34472388168,-0.58221625749
23,-1.16110671763,1.67047294434,0.0481444803854
24,-1.51685754188,0.804031722732,0.464271969118
25,0.622526311563,3.1882062565,-0.000140463592407
26,1.53267430967,2.84443579858,1.41089304932
27,1.49931655506,2.79848616297,0.786347092977
28,1.9113502411,3.29847670317,1.06546601527
29,2.37983483121,4.11916319121,1.63092837914
30,1.8956496635,3.66623166582,1.6723649776
31,1.59097649859,4.47528119073,1.4850370562
32,1.93842154893,4.75943630839,1.22745491685
33,0.664567622255,3.32767287143,2.22563810263
34,1.44742342618,3.65660392997,0.955225216528
35,0.554136200015,3.67625174907,2.66825807057
36,-0.0923753965615,3.05365019231,3.68868804505
37,0.76091308346,2.62263370439,3.92699795537
38,-0.50582503522,1.86714843821,3.22785699068
39,0.360343502311,2.81349707968,3.92275390323
40,0.878376992116,1.86761444185,3.85912771707
41,1.21817725784,2.40298282568,2.55268831827
42,2.57174685913,2.58336669344,3.59012184234
43,2.97270557582,1.90234815524,2.45003541112
44,3.98141482003,2.04378260185,1.46440111738
45,4.61275186145,1.17613749729,1.96329806773
46,3.39190383402,1.22416724414,1.01645315284
47,3.05265242146,0.386745009719,1.51806710261
48,2.59026415497,-0.253708912081,1.40535013055
49,1.04211723983,-1.95717109207,3.32623192124
