x,Series 1,Series 2,Series 3,Series 4,Series 5,Series 6,Series 7,Series 8,Series 9,Series 10
0,-0.0707454774096,4.85554933084,0.611146821851,3.51873730673,-0.981620847208,1.52214803511,2.21800003953,-0.673507501988,0.952973096419,-2.21323405077
1,0.0572675425962,5.2240526402,0.257933485444,3.19800640109,-0.350629922737,1.31255737931,1.33463955975,-0.568163788871,0.352098372923,-0.821399463743
2,0.151550824971,5.29954911023,-0.0463211812028,3.15808785145,0.128381633745,1.15673790584,0.874738978021,-0.642805576969,-0.189012827562,0.108727391413
3,0.204256733657,5.15370252608,-0.305556503078,3.3243254233,0.484753798417,1.05026989398,0.747836202791,-0.839843665954,-0.666815361511,0.651254159482
4,0.207537632594,4.85817667293,-0.523711805173,3.6220628821,0.747826547457,0.988733623015,0.863469142523,-1.1016888555,-1.0777640854,0.880288485246
5,0.153545885726,4.48463533595,-0.704726412476,3.97664399332,0.946939857043,0.967709372236,1.13117570568,-1.37075194528,-1.4183138557,0.86993801349
6,0.0344338569929,4.1047423003,-0.85253964998,4.31341252243,1.11143370335,0.98277742093,1.46049380071,-1.58944373496,-1.68491952888,0.694310388998
7,-0.157646089663,3.79016135116,-0.971090842673,4.55771223491,1.27064806256,1.02951804838,1.76096133608,-1.70017502423,-1.87403596143,0.427513256554
8,-0.4305415903,3.61255627369,-1.06431931555,4.63488689622,1.45392291085,1.10351153388,1.94211622026,-1.64535661274,-1.98211800981,0.143654260942
9,-0.782740171214,3.62557923811,-1.13360952475,4.49134351581,1.6785627436,1.19910895962,1.93388778814,-1.38945365543,-2.00965943316,-0.0912589196122
10,-1.1584973016,3.77852392366,-1.16554313071,4.19552859609,1.89213901901,1.30353949481,1.78435238703,-1.02471325456,-1.98055521188,-0.25814945064
11,-1.4825833597,3.98318894119,-1.14138328234,3.85973633305,2.01716874144,1.40147346933,1.58403552446,-0.689293418241,-1.92710817495,-0.354802328269
12,-1.67974329474,4.15132396866,-1.04238618759,3.59631814607,1.97613621793,1.47757787364,1.42351810622,-0.521412070582,-1.88163212401,-0.379024554144
13,-1.68910161963,4.20647601548,-0.856584289271,3.50262979266,1.7125903099,1.52084501561,1.37930231094,-0.63175910626,-1.87176327452,-0.33209287587
14,-1.55065750855,4.15495203042,-0.619546270253,3.57083035348,1.31785068978,1.55060991325,1.42912606647,-0.937911422381,-1.89232391713,-0.239624796909
15,-1.34759286412,4.03848708599,-0.387190270066,3.74804599934,0.946495203249,1.59919678312,1.50844800307,-1.27477752317,-1.92408925881,-0.137657684705
16,-1.16325338116,3.89895063372,-0.215511613788,3.98123209109,0.753341634448,1.69897910988,1.55256638554,-1.47695235141,-1.94778122593,-0.0622684292754
17,-1.07316798063,3.77417878003,-0.153179065973,4.21888587591,0.871482579035,1.87638813528,1.50500524257,-1.40216519091,-1.94483246543,-0.0449289909673
18,-1.08597648051,3.66749379759,-0.186167104582,4.42269871331,1.24810550183,2.10700659182,1.37967748462,-1.10610874967,-1.90275734851,-0.0777063760966
19,-1.17635763806,3.56469453068,-0.268618946893,4.56106090229,1.73600976622,2.34060031163,1.22623399706,-0.744986096412,-1.81215807081,-0.132660833869
20,-1.31872354545,3.4514422282,-0.354427868487,4.60241534247,2.18725359241,2.5267324104,1.0946062828,-0.475789515531,-1.66366107381,-0.181695518779
21,-1.48690670366,3.31586164391,-0.399500244188,4.52060380876,2.46470707776,2.61867678788,1.0295036191,-0.439609572517,-1.44934329194,-0.199493511866
22,-1.64862619747,3.17206210528,-0.380976230777,4.34641437011,2.5452819116,2.60884797744,1.02055225558,-0.609808573518,-1.17658117883,-0.19006002241
23,-1.76793451592,3.04973750389,-0.288731204041,4.14478932793,2.47428761519,2.51313558353,1.02434172602,-0.859151760927,-0.861927260937,-0.174986562767
24,-1.80883437905,2.97879327034,-0.112813402835,3.98113458036,2.29796211619,2.34774785239,0.997013136271,-1.05903891049,-0.522058617231,-0.176103355151
25,-1.73849535494,2.98516497648,0.153469390307,3.91576259683,2.06184693966,2.13117963638,0.898391662288,-1.08982987964,-0.172983128661,-0.214060260347
26,-1.56584633207,3.04244005413,0.473827750708,3.94182186644,1.8023005682,1.91207788776,0.736882096786,-0.950035734271,0.178115635869,-0.29394242293
27,-1.32930814222,3.08723578418,0.781617062499,4.00502724464,1.54919608748,1.76038406293,0.555197915946,-0.721610199624,0.530286155974,-0.409842621596
28,-1.06792157147,3.05539229281,1.00955460908,4.05009647782,1.33227025276,1.74648725305,0.396773803588,-0.488261060756,0.882707916034,-0.555622562974
29,-0.819764826317,2.88629110233,1.09506402365,4.02485806878,1.17977034603,1.93529602179,0.303910131428,-0.330366102164,1.23376074444,-0.724628980531
30,-0.606747784588,2.57879812362,1.05462090835,3.92939150701,1.09492515357,2.2996631976,0.299854372521,-0.272369505054,1.5683927479,-0.901558667836
31,-0.437364371392,2.18113747649,0.970295615424,3.80713244949,1.06020392842,2.73605675702,0.392044524944,-0.292303567721,1.8604068278,-1.06393097996
32,-0.319702423581,1.74302730725,0.926143988415,3.7028289036,1.05744755211,3.13863257904,0.587440048852,-0.366795744468,2.08326853062,-1.18904801766
33,-0.26159431975,1.31465979683,1.00295250418,3.65949246368,1.06874109137,3.405348378,0.890391482647,-0.472018082501,2.21203304084,-1.25542680835
34,-0.265269131242,0.956624760712,1.20979625215,3.68204765762,1.08152565276,3.51755260159,1.24802439839,-0.574153576689,2.25662319633,-1.26823298861
35,-0.327499815153,0.739636514033,1.48592271724,3.73833245417,1.08845768517,3.53779384382,1.55174264166,-0.629658571494,2.26091355161,-1.25858077324
36,-0.44483331546,0.734828767399,1.76768685797,3.79464855495,1.08240967691,3.53198431925,1.69064185103,-0.594586496321,2.27018507119,-1.25865926633
37,-0.613168097285,1.00955784692,1.99262115088,3.81779124827,1.05658963731,3.56426876444,1.55816581796,-0.426792049929,2.32836956166,-1.29959855856
38,-0.809199235,1.51932047081,2.13312788887,3.78917239463,1.01414135296,3.6464516266,1.17652009408,-0.13747088253,2.43944624533,-1.38116819809
39,-0.987682413665,2.09181657819,2.20144725005,3.70690291935,0.969559985196,3.73053989325,0.715017292539,0.201240664759,2.5617495252,-1.46730910465
40,-1.1021745947,2.54776355193,2.21199607361,3.5700061507,0.937960911404,3.76527334027,0.351007657342,0.513876575324,2.65111986413,-1.52000459456
41,-1.10738006875,2.71121007545,2.17912506669,3.37811818297,0.934431275254,3.70014803848,0.258315360472,0.725833180918,2.66439322724,-1.50187035104
42,-1.00600996398,2.54559394697,2.11441782247,3.15651461872,0.972876858236,3.51630514236,0.463225783217,0.798589410041,2.60005963453,-1.40198171301
43,-0.865182245929,2.20135991035,2.0257455242,2.96486948639,1.06561850507,3.23734142031,0.794083609327,0.74203325254,2.51249293598,-1.2449127698
44,-0.75653126581,1.8420661539,1.92071903071,2.86526892722,1.22486592032,2.88983074584,1.06535337318,0.569447275578,2.45998571031,-1.05772688129
45,-0.750758842349,1.62974805615,1.80719749712,2.91882050809,1.46219181168,2.50061219225,1.09356508089,0.294612689138,2.50019831786,-0.867512931971
46,-0.861338459094,1.63082074928,1.69987908574,3.13142320179,1.75587133165,2.10751153119,0.827585068409,-0.0356028486048,2.6415279259,-0.698070162114
47,-1.01166012483,1.76082945599,1.62285747582,3.42286205227,2.03271076343,1.76478625146,0.42550134978,-0.321844736347,2.81311941625,-0.567227545487
48,-1.11718064031,1.92202044555,1.60100500162,3.70536660514,2.21501742075,1.52811019887,0.0638594645779,-0.460121676272,2.93707755454,-0.492260089946
49,-1.09385845988,2.017117294,1.65896461543,3.89163119068,2.2256945236,1.45267549898,-0.0817099702578,-0.347255570614,2.93603448244,-0.490374158457
50,-0.91006421577,1.99871203183,1.79741370678,3.94291029445,2.04990488431,1.54334470702,0.06883361191,0.0349694845244,2.78772197374,-0.571604175854
51,-0.631782282881,1.91227293833,1.97239560556,3.91089804197,1.7887651271,1.71124533579,0.417501492651,0.546533691901,2.57249072637,-0.732627371178
52,-0.335650266795,1.81340448958,2.13508243277,3.85715883238,1.55604667945,1.85727497547,0.84687544501,1.03014794994,2.38189091738,-0.968663214708
53,-0.0981852475539,1.75757849861,2.23673733765,3.84313092622,1.46523295158,1.88261446731,1.23972994759,1.32893072405,2.30719831797,-1.2748141339
54,0.0283670073083,1.77355122542,2.24695465397,3.90485091725,1.57180672523,1.74548546649,1.51764633267,1.36807591293,2.38442912898,-1.62261258806
55,0.0452976925666,1.83115053235,2.17576311444,4.02232513402,1.80331466588,1.52992861324,1.68780497293,1.25381704287,2.52770958192,-1.93160107945
56,-0.0389525425584,1.89233484208,2.03859115843,4.168077489,2.07021854294,1.33678671704,1.76881734243,1.11656410654,2.63488842923,-2.11437924667
57,-0.215904620249,1.91908409346,1.85087693868,4.3146310402,2.28304284648,1.26680407691,1.77928409087,1.08660921802,2.60390739486,-2.08364364642
58,-0.457557735143,1.88430843564,1.632992976,4.4340747915,2.3841741491,1.37068167594,1.73230712233,1.23436215555,2.3799377288,-1.80132523993
59,-0.684685761378,1.78959906176,1.41825965082,4.49735878179,2.39960562973,1.56780604811,1.62655954565,1.47310050515,2.03208170108,-1.35854684111
60,-0.809761996026,1.64119465594,1.24209542133,4.47524849151,2.36887812445,1.75628546708,1.45837642038,1.69064007225,1.64952342742,-0.867365577618
61,-0.74528187127,1.44533896641,1.13991205075,4.33852096445,2.33152703904,1.83424611466,1.22409899298,1.77481512307,1.32143592476,-0.439823743211
62,-0.45514304537,1.22003558566,1.13157414379,4.08480569098,2.31447750158,1.74140049332,0.934435884366,1.65632959001,1.11121850082,-0.153516311057
63,-0.0644435126026,1.02016765386,1.18818952242,3.79594297763,2.30510808439,1.54787819785,0.645152627538,1.40032914325,1.0014426296,0.0219905233479
64,0.270202137853,0.90782870414,1.27133347404,3.57023735333,2.28306553483,1.34930692545,0.420823921061,1.09824442163,0.958876976298,0.138251483409
65,0.392179779739,0.945112034916,1.34258133913,3.50599301354,2.22799664411,1.24131412513,0.326024300969,0.841505845765,0.950290236212,0.246821182176
